czone,statefip,city,yr,d_tradejakor_pw,d_tradeuskor_pw,t2,timepwt48,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_popcount,l_no_workers_totcbp,l_shind_manuf_cbp,l_sh_popedu_c,l_sh_popfborn,l_sh_empl_f,l_sh_routine33,l_task_outsource,l_sh_empl,l_sh_empl_mfg,l_sh_empl_mfg_m,l_sh_empl_mfg_f,l_sh_empl_mfg_edu_nc,l_sh_empl_mfg_edu_c,l_sh_empl_mfg_age1634,l_sh_empl_mfg_age3549,l_sh_empl_mfg_age5064,l_sh_empl_nmfg,l_sh_empl_nmfg_m,l_sh_empl_nmfg_f,l_sh_empl_nmfg_edu_nc,l_sh_empl_nmfg_edu_c,l_sh_empl_nmfg_age1634,l_sh_empl_nmfg_age3549,l_sh_empl_nmfg_age5064,l_sh_unempl,l_sh_unempl_m,l_sh_unempl_f,l_sh_unempl_edu_nc,l_sh_unempl_edu_c,l_sh_unempl_age1634,l_sh_unempl_age3549,l_sh_unempl_age5064,l_sh_nilf,l_sh_nilf_m,l_sh_nilf_f,l_sh_nilf_edu_nc,l_sh_nilf_edu_c,l_sh_nilf_age1634,l_sh_nilf_age3549,l_sh_nilf_age5064,l_sh_ssadiswkrs,l_avg_lnwkwage_mfg,l_avg_lnwkwage_nmfg,l_trans_totindiv_pc,l_trans_totmed_pc,l_trans_fedinc_pc,l_trans_othinc_pc,l_trans_unemp_pc,l_trans_taaimp_pc,l_trans_totedu_pc,l_trans_ssaret_pc,l_trans_ssadis_pc,l_avg_hhincsum_pc_pw,l_avg_hhincwage_pc_pw,l_tradeusch_pw,l_tradeotch_pw,d_tradeusch_pw,d_tradeotch_pw_lag,lnchg_popworkage,lnchg_popworkage_edu_c,lnchg_popworkage_edu_nc,lnchg_popworkage_age1634,lnchg_popworkage_age3549,lnchg_popworkage_age5064,d_popcount,d_sh_empl,d_sh_empl_mfg,d_sh_empl_nmfg,d_sh_empl_mfg_m,d_sh_empl_nmfg_m,d_sh_empl_mfg_f,d_sh_empl_nmfg_f,d_sh_empl_mfg_edu_nc,d_sh_empl_nmfg_edu_nc,d_sh_empl_mfg_edu_c,d_sh_empl_nmfg_edu_c,d_sh_empl_mfg_age1634,d_sh_empl_nmfg_age1634,d_sh_empl_mfg_age3549,d_sh_empl_nmfg_age3549,d_sh_empl_mfg_age5064,d_sh_empl_nmfg_age5064,d_sh_empl_edu_c,d_sh_empl_edu_nc,d_sh_unempl,d_sh_unempl_m,d_sh_unempl_f,d_sh_unempl_edu_nc,d_sh_unempl_edu_c,d_sh_unempl_age1634,d_sh_unempl_age3549,d_sh_unempl_age5064,d_sh_nilf,d_sh_nilf_m,d_sh_nilf_f,d_sh_nilf_edu_nc,d_sh_nilf_edu_c,d_sh_nilf_age1634,d_sh_nilf_age3549,d_sh_nilf_age5064,d_sh_ssadiswkrs,d_avg_lnwkwage,d_avg_lnwkwage_c,d_avg_lnwkwage_nc,d_avg_lnwkwage_m,d_avg_lnwkwage_f,d_avg_lnwkwage_c_m,d_avg_lnwkwage_c_f,d_avg_lnwkwage_nc_m,d_avg_lnwkwage_nc_f,d_avg_lnwkwage_mfg,d_avg_lnwkwage_mfg_c,d_avg_lnwkwage_mfg_nc,d_avg_lnwkwage_nmfg,d_avg_lnwkwage_nmfg_c,d_avg_lnwkwage_nmfg_nc,lnchg_no_empl,lnchg_no_empl_mfg,lnchg_no_empl_nmfg,lnchg_no_empl_mfg_edu_nc,lnchg_no_empl_nmfg_edu_nc,lnchg_no_empl_mfg_edu_c,lnchg_no_empl_nmfg_edu_c,lnchg_no_unempl,lnchg_no_nilf,lnchg_no_ssadiswkrs,lnchg_trans_totindiv_pc,lnchg_trans_totmed_pc,lnchg_trans_fedinc_pc,lnchg_trans_othinc_pc,lnchg_trans_unemp_pc,lnchg_trans_taaimp_pc,lnchg_trans_totedu_pc,lnchg_trans_ssaret_pc,lnchg_trans_ssadis_pc,d_trans_totindiv_pc,d_trans_totmed_pc,d_trans_fedinc_pc,d_trans_othinc_pc,d_trans_unemp_pc,d_trans_taaimp_pc,d_trans_totedu_pc,d_trans_ssaret_pc,d_trans_ssadis_pc,relchg_avg_hhincsum_pc_pw,relchg_avg_hhincwage_pc_pw,relchg_avg_hhincbusinv_pc_pw,relchg_avg_hhinctrans_pc_pw,relchg_avg_hhincrest_pc_pw,relchg_med_hhincsum_pc_pw,relchg_med_hhincwage_pc_pw,d_avg_hhincsum_pc_pw,d_avg_hhincwage_pc_pw,d_avg_hhincbusinv_pc_pw,d_avg_hhinctrans_pc_pw,d_avg_hhincrest_pc_pw,d_med_hhincsum_pc_pw,d_med_hhincwage_pc_pw,d_tradex_usch_pw,d_tradex_otch_pw_lag,d_tradeusch_netinput_pw,d_inputotch_pw_lag,d_netimpusch_pw,d_expotch_pw_lag,d_traderes_pw_lag,d_nettradefactor_usch_io,d_tradefactor_otch_lag_io,d_expfactor_otch_lag_io,d_tradeuschlw_pw,d_tradeotchlw_pw_lag,d_tradeuschce_pw,d_tradeotchce_pw_lag,d_tradeusce_pw,d_tradeotce_pw_lag,d_tradeushi_pw,d_tradeothi_pw_lag
10301,13,undefined,2000,,,1,0.000217881,0,0,0,1,0,0,0,0,60916.52818,17542,40.112625,34.944904,3.609015,55.138351,26.827314,-0.62630641,61.569874,13.232666,16.992531,9.8192806,15.189615,9.4863901,12.476143,17.027332,9.4171495,48.337208,51.661705,45.319073,39.189148,65.849762,43.45911,54.451275,47.995361,4.9590578,4.3954268,5.4707499,5.8506651,3.2522137,7.9555779,3.6458075,1.9405094,33.471069,26.950336,39.3909,39.770573,21.411636,36.109169,24.875586,40.64698,4.9578748,6.2610669,6.2348127,4991.3862,2086.0359,520.59155,324.14081,81.334587,3.6599631,81.180069,1130.1471,318.92584,24530.502,17975.215,3.398497717,2.813542431,4.593218852,4.864976837,4.1808314,14.167489,-1.3274238,2.6881971,-4.8465977,17.463137,-598.30298,0.35464764,-2.0295999,2.384254,-1.8203259,0.22958007,-2.386025,4.2629795,-1.8637925,4.3921766,-1.7642772,-3.6360793,-3.8431351,3.164551,-2.2307124,3.5076399,1.66005,0.58047688,-5.4003568,2.5283842,2.0462573,2.0678532,2.0500209,2.1833746,2.0613837,3.9334807,1.4578673,0.32021824,-2.4009135,-0.47710961,-3.9269753,-4.71176,3.3389668,-3.2548945,-2.7347994,-2.5607433,3.0639145,-0.78889298,0.95367432,-2.6521001,-1.8313954,0.73160446,0.11430468,2.3945401,-3.2139506,-2.0309176,-0.39577484,6.3891411,-2.2403853,-1.2135506,-0.055653706,-2.0569394,4.7556887,-12.044467,9.0301266,-14.156813,9.4622936,-5.7576203,8.5361681,40.429897,-3.1786079,55.53595,39.07951,48.356171,12.659754,71.538719,24.93676,-0.43155578,16.409018,23.236805,71.217812,2243.4976,1200.4607,68.91404,300.98468,22.16007,-0.015770949,14.11604,285.17453,294.45541,-11.166424,-6.5249348,-45.212982,30.46909,11.175814,-8.7764215,-11.183553,-2739.1797,-1172.8711,-1977.4525,264.2551,146.89035,-1624.4727,-1618.2576,5.187731856,5.148186422,3.5820112,1.063459343,4.2838702,0.507643414,4.414589957,3.9530437,5.894615624,0.289773977,4.7561836,5.6922979,3.5899453,4.8820567,-1.003273544,0.017079762,-3.22602585,5.278076349
10302,1,undefined,2000,,,1,0.000800934,0,0,0,0,1,0,0,0,223930.3874,78231,22.30385,46.761528,3.7946258,58.663166,28.461996,-1.0411412,64.453453,11.001108,14.907056,7.2958207,13.207492,8.3896046,10.0998,13.730086,8.6177979,53.452347,55.650265,51.367344,44.446636,64.111618,49.408695,59.67881,51.128311,4.5981426,4.2541323,4.9244804,5.955956,2.9910178,7.4170685,3.1749294,2.1606445,30.948404,25.188547,36.412357,36.389915,24.507757,33.074436,23.416174,38.093246,4.473454,6.3351407,6.2980609,4435.7993,1669.0178,290.18265,211.11119,77.658066,4.3020382,71.342438,1251.7555,307.6268,27788.605,20469.271,1.134073959,2.718717284,4.869766398,3.172310256,4.8966703,9.0080423,1.3284291,-4.0869083,-3.4865427,27.906912,11510.361,0.56519681,-3.609472,4.1746669,-5.8200145,4.8660975,-1.4762399,3.5599895,-4.9664216,4.6326008,-1.8921707,2.8640459,-4.04318,5.3266244,-5.7461729,6.9267154,-0.015833547,0.28386286,0.97187513,-0.33382103,-0.98230743,-0.95386219,-1.0142726,-1.0225177,-0.81704289,-0.88763767,-0.58995962,-0.83070433,0.41710907,1.9077787,-1.0694777,1.3563378,-0.1548337,-0.39580464,-0.5905841,0.56267208,3.5829473,3.2589097,8.5278921,-4.9056325,2.8868403,5.0772939,11.83176,7.24084,-7.8061647,-0.85306168,1.5463829,2.9172897,-2.6823452,4.77314,9.5245495,-1.6136169,5.7708993,-32.380043,12.500734,-42.309849,11.38858,-15.538872,13.406902,-18.243357,6.2381086,68.483162,53.76815,73.985809,22.481724,69.79615,-36.414982,-92.588089,53.066708,29.399807,75.051331,2895.9204,1617.7555,70.651596,189.99666,-24.962606,-2.9313481,45.848724,408.61914,303.70078,3.456742,3.7562153,-18.306713,44.623611,45.793652,-1.3284063,-3.0933528,960.58038,768.87,-899.84027,355.37631,736.1745,-296.33929,-550.18414,5.140056157,3.49038904,4.2302465,0.684951283,4.4417911,0.927381348,2.297906371,5.5474811,3.871712161,0.673640778,6.2987857,4.1577883,3.9877784,3.2230041,-0.881988083,0.050693886,1.514315151,7.104392705
10400,28,undefined,2000,,,1,0.0005665,0,0,0,0,1,0,0,0,158385.9649,49074,26.536402,42.808983,2.0255017,57.676231,31.13229,-0.91357261,62.70826,13.516274,18.616671,8.7969913,14.727664,11.828068,12.366816,16.475309,11.415759,49.191986,49.529987,48.879242,39.700069,62.42001,45.028481,57.44838,45.008335,4.9445734,4.7791557,5.09763,5.6205559,4.0025177,8.2815666,3.1102848,1.6433756,32.347168,27.074184,37.226139,39.95171,21.749407,34.323135,22.966026,41.932529,4.9631371,6.2460113,6.2792778,4955.9556,2043.5851,328.90982,266.07849,64.695892,2.1165109,159.90115,1217.1655,342.75677,25685.922,18932.629,4.313961796,3.75848545,13.49033833,12.36278447,2.4015603,14.631772,-7.0680132,-6.0724926,-5.4559035,25.49732,-1966.4641,-2.0775368,-3.9353113,1.8577662,-4.2699404,0.20053983,-3.7588525,3.4136686,-2.0292315,-1.7237961,-5.8774266,3.4826059,-5.2753859,-5.3420577,-3.7495046,6.1994534,-1.684424,8.2469368,-2.3948207,-3.7530277,2.2449536,2.0442345,2.4390471,3.4907584,0.94311255,2.7262728,2.6832979,2.0247786,-0.16741668,2.0251658,-2.0938601,0.26227322,1.4517052,7.8911738,-5.1332521,-8.5872841,1.8665334,8.1055508,10.328566,1.6969953,10.36065,5.2204132,13.988153,7.3553495,4.5095172,-5.9207506,4.9501147,6.9485388,8.6925373,9.2743464,10.991233,1.9089153,-0.95048368,-30.157618,6.1290774,-21.556913,-11.477426,-46.433277,20.104895,41.826744,1.8830651,35.786152,43.794544,64.885727,16.049011,66.522369,-1.7669555,-104.67411,24.380482,19.60384,48.373409,2539.8948,1678.4055,55.866116,225.42923,-1.1361071,-1.5704494,42.508904,255.75844,197.33072,6.9066963,15.886527,-33.743713,34.393242,3.4692395,-0.68997878,0.59627604,1774.0486,3007.7371,-1581.718,307.36417,40.665459,-140.05301,95.196709,14.43875725,13.55791007,12.387542,1.294627618,13.355319,1.077064525,19.31418912,12.730151,11.69390996,0.911674153,15.008992,13.315825,14.383377,12.577067,0.893038898,0.214282835,-0.750527163,10.88132104
10501,28,undefined,2000,,,1,0.000339681,0,0,0,0,1,0,0,0,94970.24897,30413,27.986849,40.621536,1.6892815,55.190174,30.306355,-0.60914457,60.914318,18.615091,25.780878,12.124946,20.572857,15.64899,17.621754,21.247789,16.498726,42.299229,41.453484,43.065228,33.081654,56.264263,37.326248,49.390938,40.46434,5.2203336,4.7126746,5.6801267,5.8694363,4.2369137,8.2273111,4.1050401,1.7646604,33.865349,28.052961,39.1297,40.476055,23.849836,36.824688,25.256235,41.27227,4.483552,6.3855872,6.2714996,4450.3037,1785.9047,429.93677,300.31027,52.802078,2.243629,85.26136,1051.6807,313.69043,26036.07,19800.779,1.708821495,2.405130784,3.702512145,3.53198354,-3.0854964,8.9867191,-11.651872,-15.117511,-10.107757,23.548767,-5036.4868,2.5226474,-4.97858,7.5012231,-5.3681965,5.471251,-4.8443923,9.4117184,-6.1916027,7.4968634,-2.8180161,4.823276,-8.8843031,8.8274565,-2.9720323,6.6061535,-1.6758144,7.0407987,2.00526,1.3052609,2.9951205,3.68169,2.3741446,4.384788,1.3619161,6.4679427,2.6800179,0.12786792,-5.5177679,-3.7847373,-6.9414721,-5.6900511,-3.3671792,-6.411097,-6.3141389,-5.4928532,3.6668978,-1.9813945,-2.1456311,-5.0253186,-1.8848691,-0.22847313,-9.5052042,8.1964216,2.1085739,-14.951094,10.057653,9.8254337,6.8136625,-3.629889,-2.7311189,-6.9223814,0.99691552,-32.697983,13.630898,-45.448036,9.3824015,-10.26131,17.311901,45.147064,-20.385197,61.58107,52.029778,67.589104,17.458208,62.003231,6.2668314,-88.18924,34.003674,34.312778,79.31958,2793.355,1543.5317,79.838333,233.14966,3.3826699,-1.4763542,32.733273,407.88684,332.67047,-6.2201333,-5.3881445,-34.900414,38.635803,58.298309,-5.9723144,-12.617835,-1619.4783,-1066.8945,-1504.5204,333.94559,617.99231,-1229.0736,-2130.0977,3.950889483,3.906639886,3.0945621,0.710346702,3.1406481,1.903218333,4.266354162,3.92696,4.134372123,1.636950779,4.5994501,4.188911,3.3902833,3.6105657,-0.312228762,0.078582233,-0.114725119,9.20321332
10502,28,undefined,2000,,,1,0.000371056,0,0,0,0,1,0,0,0,103742.3753,28229,36.864658,48.658852,2.1014555,58.285843,30.110901,-0.28005892,62.334496,17.812147,21.576223,14.125198,23.069241,12.045555,15.220317,22.967365,15.92559,44.52235,44.891624,44.160645,32.86158,57.313244,41.470558,49.827488,43.512135,6.4471512,7.0059752,5.8997774,6.287107,6.6227069,10.069327,4.0850921,1.4165736,31.218349,26.526176,35.814377,37.782074,24.018492,33.239796,23.120052,39.145702,4.3539348,6.3103595,6.2326264,4246.5264,1636.1984,342.875,266.37689,34.069748,1.1145836,181.48605,1046.1816,321.32626,24695.047,18542.473,8.565969413,6.522319795,13.67833877,8.727074713,1.7712109,13.681957,-10.026713,-5.7056608,-6.9903359,29.903429,458.92743,-0.20390749,-5.9873247,5.7834172,-3.5137641,4.8330383,-8.1700525,6.7013845,-7.732389,3.7517674,-3.1060939,4.8769031,-8.4518194,6.4291658,-4.650929,7.8817902,-2.2949193,2.4007986,1.7708093,-3.9806218,0.54924935,0.66409898,0.46468475,3.2847576,-2.0308719,-0.084267132,1.3356166,2.3313487,-0.34534079,-1.9833701,1.0039849,0.69586295,0.26006359,2.1069219,-4.5664735,-2.4372253,2.355289,-4.4868331,-3.2285962,-9.7201214,-7.3691092,-0.48691887,-8.9445114,3.8565907,-8.5148134,-12.416226,5.3892136,13.759817,-3.7556376,-7.1471758,-6.5637312,-9.146554,1.4437158,-36.552567,14.204068,-48.22562,0.95689726,-14.75593,21.947374,10.046109,0.66069621,47.645329,45.904526,66.14093,23.041859,59.511585,35.19836,-67.708771,1.668728,28.775988,57.004772,2298.9653,1376.3046,85.733063,196.64969,13.598529,-0.60102922,3.0462656,333.51215,225.10439,-5.3579235,-2.4687078,-26.97723,25.296476,8.2707386,-10.517188,-7.9538527,-1323.1417,-457.75949,-1156.5129,203.30191,87.827148,-1965.7031,-1182.8906,14.57550854,9.428226816,12.559298,1.272188326,12.834232,4.252890984,7.985178725,14.615547,8.996410214,3.586225907,16.708719,9.6385612,11.600312,8.8369217,-2.078026554,0.109846762,-0.711853025,13.90428879
10600,1,undefined,2000,,,1,0.000579232,0,0,0,0,1,0,0,0,161945.5877,45605,38.868225,36.419601,2.6678634,54.397041,28.344934,-0.87742776,62.951641,16.160192,22.869812,9.6558399,17.748581,13.312122,16.924702,17.176579,13.732198,46.791451,48.906403,44.741199,38.128727,62.324184,44.190742,54.808659,39.94421,4.4143677,4.371191,4.456223,4.8753638,3.5877764,6.7253261,4.0200319,1.6389871,32.633991,23.852592,41.14674,39.24733,20.775919,32.159225,23.99473,44.684605,6.2105594,6.3803196,6.3491406,5282.4194,2210.2405,277.68863,178.05173,87.053322,4.8225093,74.062889,1350.0458,474.97894,25857.287,19539.26,1.62390327,1.431834779,4.738286724,4.604706532,3.4525614,21.32914,-7.5835071,3.3068318,-8.0815725,17.531227,3925.6638,2.3574574,-2.9538126,5.3112721,-3.9796808,3.4788675,-2.1699049,7.0583692,-2.4439585,5.1569214,-2.9550354,1.4716812,-5.687933,9.523489,1.6317176,1.8458536,-4.0101757,5.6617813,-1.4833542,2.7129629,0.39792913,0.6663267,0.13265759,0.87628084,-0.086273469,1.7137336,-1.1627839,0.74166459,-2.7553906,-0.16550933,-5.0211248,-3.5892427,1.5696244,-5.5492902,-2.3147869,-2.3932712,3.8925898,-0.3517696,-1.7976761,-2.7374539,-1.7320769,4.4838362,-3.9510045,2.7593205,-3.3409934,0.87295258,2.5689943,-5.802495,4.6313148,-1.0927745,-0.3792899,-5.5272918,7.1491928,-16.105518,14.375103,-22.063007,5.3390241,-2.7960379,23.671175,12.193986,-5.2505498,55.419254,43.816078,59.216862,29.186312,56.612122,-47.953121,-104.12623,64.205261,24.570978,62.109489,2708.7512,1621.8145,89.920036,123.6932,-35.460842,-3.5655754,60.036354,361.95517,369.53513,9.4422169,2.5303624,33.725731,33.32185,19.424841,-3.3282666,-3.9499998,2441.5012,494.41406,1391.5332,311.14468,244.41162,-704.74054,-666.82477,4.970897687,4.887963324,3.691864,1.095118007,4.4173226,1.774371318,5.751213001,5.0418963,5.830590732,1.416868975,5.5580544,5.7412777,4.6798487,4.6761222,-0.058437938,0.07141566,-0.554270638,7.835974055
10700,1,Birmingham AL,2000,,,1,0.00370792,0,0,0,0,1,0,0,0,1036685.107,468229,13.256846,53.394733,3.4901683,61.524212,32.234402,-0.14603272,68.137146,9.3431253,14.126875,4.9235897,10.689707,8.1215611,8.1896696,10.620003,9.3739967,58.794022,61.168171,56.600624,45.95546,70.440636,56.671757,65.678368,51.965534,3.9942474,4.3309016,3.6832247,5.4048185,2.7146351,6.2193947,2.9657292,1.7564157,27.868608,20.374054,34.792557,37.950016,18.723164,28.919178,20.735909,36.904057,3.7689512,6.583118,6.5099611,4300.4702,1677.0581,224.91612,177.86659,45.316448,2.5104036,80.678207,1266.5815,296.19577,36605.059,26618.492,0.40819328,0.367587394,1.121801051,1.36802543,8.3513327,17.8829,-2.9495997,-1.9229485,-3.0003858,38.442402,73570.813,1.4452934,-2.1390767,3.5843678,-3.3718102,3.0275414,-1.0515941,4.072794,-2.278194,4.6883779,-1.7932014,0.46108449,-2.7178569,4.1585989,-0.82645351,3.1385932,-2.8803115,5.8373213,-1.332117,2.4101841,0.90127385,0.90691286,0.89159977,1.9006746,0.36573011,2.0768418,0.21315578,0.94403243,-2.3465667,-0.56264019,-3.9127939,-4.3108549,0.96638501,-3.5175807,-2.5253041,-3.9010432,2.2350175,4.4344492,4.0281157,0.38862228,3.323555,6.5773554,6.8196573,3.068924,-4.5418057,5.8657784,8.3221712,9.5810213,1.4389583,4.0376525,3.5241671,1.4799663,10.456889,-16.60096,14.321317,-26.029551,6.9045839,-6.1019769,18.53598,29.301512,-0.32711482,57.951908,39.103897,54.406948,31.689892,68.801453,-7.7613792,-63.934483,69.677055,16.690935,60.3339,1934.3281,1110.5144,79.79966,157.20323,-3.4233449,-1.2939419,72.45253,224.24953,222.36815,3.3344276,8.301115,-23.106197,39.55537,50.318764,-0.14889975,-5.683785,1220.5692,2209.6316,-1868.5491,280.99924,598.48334,-39.500557,-1233.6635,1.268172612,1.481940121,0.75797319,0.43413716,0.84214693,1.003405334,0.868947752,0.75580227,1.323193976,0.663890616,1.3118687,1.5939672,1.2664448,1.4096215,0.144643702,0.041596067,0.96587176,4.72444624
10801,1,undefined,2000,,,1,0.000931406,0,0,0,0,1,0,0,0,260408.8295,93482,23.542572,48.113136,2.5556645,54.941837,29.567591,-0.56862885,61.279888,11.712531,17.447823,6.4448514,12.835513,10.45107,9.5271492,15.552963,10.819332,49.567352,50.732738,48.49699,39.11668,61.306732,47.982105,56.038666,43.752174,5.2754397,5.3868327,5.1731296,6.75494,3.613498,8.0026264,3.8981171,1.6017569,33.444675,26.432606,39.885033,41.292866,24.628698,34.488117,24.510254,43.826736,4.7401247,6.589324,6.3043876,5079.9087,2281.0659,413.84381,257.90576,61.357723,3.3990455,133.42819,1110.9995,359.25443,28478.525,20970.256,0.998975054,1.456343938,3.881537568,2.758387883,7.1694531,20.675848,-6.0326648,0.10664868,0.14747818,29.156408,13880.491,3.0390279,-0.49315608,3.5321884,-2.0016859,1.365006,0.79584438,5.5299273,0.38980159,2.6349766,-1.008567,1.5084147,-2.0911171,5.5929041,0.47562164,2.3318956,1.310935,2.9755917,0.49984771,3.0247781,-1.0468327,-1.047276,-1.0487182,-0.82342273,-0.8501429,-1.1893638,0.20489681,-1.2739482,-1.9922001,1.6839547,-5.2770548,-2.2013571,0.35029224,-2.3124218,-3.0124166,-3.0125806,3.5374577,5.0865583,4.9289975,2.2123883,2.2326877,9.4249592,5.3899627,7.4466295,-2.0947456,3.7681718,0.09931837,1.3357571,-3.2925606,7.2225847,6.3052855,5.2686419,12.04458,2.895658,14.123456,-3.0275898,0.54953665,10.684061,23.115343,-14.194838,1.0850016,67.210197,34.351662,35.250343,15.728805,67.373955,-14.200161,-70.373276,45.065601,19.361509,73.40596,1972.7183,911.97729,68.811302,222.01433,-8.2938585,-1.8887634,70.695724,230.36446,344.7308,3.1325488,7.3995376,-18.23877,53.334503,-10.427706,4.3542638,0.94875032,892.10382,1551.702,-934.22919,437.83447,-163.20749,939.84094,160.16463,4.205327336,3.060972601,2.6867974,0.577502498,3.3443487,2.135535147,2.423662113,3.4992185,2.709650454,1.20504552,4.5144658,3.2941995,4.0860376,2.8224113,0.204500058,0.064023315,4.032979772,15.0275416
10802,1,undefined,2000,,,1,0.000226093,0,0,0,0,1,0,0,0,63212.48821,14058,35.008152,33.597317,1.5199424,49.806595,27.402496,-0.78663242,56.285625,16.461493,23.0144,10.603684,17.344168,14.654051,14.349484,19.730946,15.389034,39.824131,40.519066,39.202911,31.236309,57.409306,37.487644,47.132732,33.737286,5.869369,5.7851396,5.944664,6.5034537,4.570962,9.4668617,4.5097127,2.1085172,37.845005,30.681396,44.248737,44.916069,23.365685,38.696011,28.62661,48.765163,5.7835488,6.4045458,6.2720938,5436.7822,2282.0034,580.15643,355.23392,77.431137,4.2894673,94.853134,1149.4056,412.99084,23528.482,17722.592,0.889986188,1.293225522,2.702167069,3.255208111,-4.0480022,20.444706,-17.730536,-11.563521,-9.393961,13.164131,-3998.9773,4.4466515,-2.9585936,7.4052467,-4.2774081,5.7888498,-2.1610026,8.8797588,-2.6547801,6.1714182,-2.8293262,3.4482393,-5.4006619,6.7474165,-1.3398124,5.9831271,-1.4521821,11.076932,0.61891323,3.5166376,-0.45415759,0.041136254,-0.91469187,0.34883299,-1.277881,0.88680536,-0.42355591,-1.3465928,-3.9924979,-1.5525775,-5.8040619,-3.8654678,0.65896982,-2.2335563,-4.2197576,-8.2781572,5.6428814,-1.9500597,-2.5621142,-5.9817858,-8.3580694,6.6266737,-9.5759802,7.2373667,-9.4132423,-7.4490137,1.0749272,-4.5043402,0.52363533,-1.7551694,-1.2439319,-7.0334845,3.6414485,-23.256172,13.432409,-33.920746,0.77463931,-0.29841498,26.328278,-12.003199,-15.007438,70.318108,45.910488,48.128597,22.465824,63.249439,-20.977737,-77.150856,57.697834,33.736664,85.770691,2943.7883,1305.9556,141.14439,282.65298,-15.106977,-2.5570395,67.43129,437.38605,485.46387,7.536541,-1.742662,46.062626,49.832901,-0.34953424,4.1235309,-4.1927457,1773.2338,-308.84488,1585.1412,501.68396,-4.7462683,748.32867,-598.26312,2.801544203,3.388317072,1.9996287,0.783058642,2.4787278,0.687362386,2.515514273,2.73718,4.106768389,0.358327116,3.2200205,3.705682,2.0686498,3.2680774,-0.633517351,0.012869223,-3.903040303,8.20617405
10900,12,undefined,2000,,,1,0.002229762,0,0,0,1,0,0,0,0,623411.7202,191962,6.5584159,56.071342,6.5805993,59.888493,27.790543,-0.77293766,62.913399,4.3395977,6.3088841,2.3980458,4.204628,4.4505467,3.4091666,5.4798193,4.1487741,58.573807,59.67263,57.490452,51.742893,64.188995,54.8773,66.767502,52.508236,3.9762731,3.8968344,4.0545931,4.8862023,3.2282877,6.0886884,3.0263014,2.0355465,33.110325,30.121649,36.056908,39.166279,28.132174,35.624844,24.726376,41.307446,3.261112,6.5793638,6.3491755,4116.4888,1564.3917,204.93306,164.9875,37.656212,0.24221908,76.829842,1223.1097,245.61845,32267.08,22709.295,0.186189187,0.149045152,0.482237104,0.720291329,13.802806,16.806499,10.061541,9.3442726,-2.6283431,40.5191,79546.055,1.9708362,-0.54140711,2.5122421,-0.55201352,2.2240026,-0.49120748,2.8145995,-0.31904131,1.8063102,-0.72307724,2.695833,-1.2695966,-0.41390318,-0.45544174,4.161324,0.49170852,7.2346582,1.9727558,1.4872689,1.1539146,1.5118989,0.80443919,2.6722481,0.012643103,1.5777637,1.6700609,0.48256373,-3.124748,-3.1838841,-3.127826,-4.1595187,-1.9853966,0.1057429,-5.3759432,-8.2089348,1.2827892,5.9947968,10.061264,-0.55878502,3.0080931,11.967182,11.328357,13.043472,-6.2421389,5.6108065,6.2646866,12.137549,-2.2704942,7.0089617,9.9336081,0.76961517,16.901566,0.74810207,18.028698,2.2647333,13.510506,-0.44092935,20.945784,40.222076,4.0392494,48.548798,43.652069,59.164322,11.209735,83.073753,14.121101,-255.56018,73.617958,24.943287,44.824566,2101.709,1146.6646,23.8978,185.90523,5.5891595,-0.28819212,73.99633,333.33829,129.32779,4.9044914,3.4456275,4.7084246,20.713364,13.443782,1.6010103,-2.4182389,1582.5363,782.47766,291.29953,158.33566,350.42551,401.55414,-462.6702,0.553391235,0.825003747,0.28134447,0.308852657,0.32043132,0.472132889,0.607441881,0.31727004,0.778026917,0.340872512,0.53959441,0.85962427,0.53165984,0.73584563,0.049422729,0.0155543,0.271862598,1.939962931
