hs6,sic87dd,share,weights_method
842890,3532,.0036586628,"trade-based"
842890,3533,.0064775506,"trade-based"
842890,3535,.15983976,"trade-based"
842890,3537,.80544996,"trade-based"
842890,3569,.018512947,"trade-based"
842911,3531,.91860437,"trade-based"
842911,9200,.081395604,"trade-based"
842919,3531,.26758313,"trade-based"
842919,9200,.73241687,"trade-based"
842920,3531,1,"no weights needed"
842930,3531,1,"no weights needed"
842940,3531,1,"no weights needed"
842951,3531,.87137169,"trade-based"
842951,9200,.12862831,"trade-based"
842952,3531,.98812264,"trade-based"
842952,9200,.011877383,"trade-based"
842959,3531,.92261857,"trade-based"
842959,9200,.077381454,"trade-based"
843010,3531,1,"no weights needed"
843020,3523,.61857098,"trade-based"
843020,3524,.38142902,"trade-based"
843031,3532,1,"no weights needed"
843039,3532,1,"no weights needed"
843041,3532,1,"no weights needed"
843049,3531,.015044957,"trade-based"
843049,3532,.51681054,"trade-based"
843049,3533,.46814454,"trade-based"
843050,3531,1,"no weights needed"
843061,3531,1,"no weights needed"
843062,3531,1,"no weights needed"
843069,3531,1,"no weights needed"
843110,3531,1,"no weights needed"
843120,3537,1,"no weights needed"
843131,3534,1,"trade-based"
843139,3531,.59109098,"trade-based"
843139,3533,.0039870441,"trade-based"
843139,3535,.40492198,"trade-based"
843141,3531,1,"no weights needed"
843142,3531,1,"no weights needed"
843143,3531,.27836487,"trade-based"
843143,3533,.72163516,"trade-based"
843149,3531,.99987423,"trade-based"
843149,3532,.00012574909,"trade-based"
843210,3523,1,"no weights needed"
843221,3523,1,"no weights needed"
843229,3523,1,"no weights needed"
843230,3523,1,"no weights needed"
843240,3523,1,"no weights needed"
843280,3523,1,"no weights needed"
843290,3523,1,"no weights needed"
843311,3523,.066187784,"trade-based"
843311,3524,.9338122,"trade-based"
843319,3523,.08526656,"trade-based"
843319,3524,.91473341,"trade-based"
843320,3523,.49577558,"trade-based"
843320,3524,.50422442,"trade-based"
843330,3523,1,"no weights needed"
843340,3523,1,"no weights needed"
843351,3523,1,"no weights needed"
843352,3523,1,"no weights needed"
843353,3523,1,"no weights needed"
843359,3523,1,"no weights needed"
843360,3523,1,"no weights needed"
843390,3523,.72513616,"trade-based"
843390,3524,.27486387,"trade-based"
843410,3523,1,"no weights needed"
843420,3556,1,"no weights needed"
843490,3523,1,"no weights needed"
843510,3556,1,"no weights needed"
843590,3556,1,"no weights needed"
843610,3523,1,"no weights needed"
843621,3523,1,"no weights needed"
843629,3523,1,"no weights needed"
843680,3523,.22223522,"trade-based"
843680,3531,.7777648,"trade-based"
843691,3523,1,"no weights needed"
843699,3523,1,"no weights needed"
843710,3556,1,"no weights needed"
843780,3556,1,"no weights needed"
843790,3523,.49066764,"trade-based"
843790,3556,.50933236,"trade-based"
843810,3556,1,"no weights needed"
843820,3556,1,"no weights needed"
843830,3556,1,"no weights needed"
843840,3556,1,"no weights needed"
843850,3556,1,"no weights needed"
843860,3556,1,"no weights needed"
843880,3556,1,"no weights needed"
843890,3556,1,"no weights needed"
843910,3554,1,"no weights needed"
843920,3554,1,"no weights needed"
843930,3554,1,"no weights needed"
843991,3554,1,"no weights needed"
843999,3554,1,"no weights needed"
844010,3555,1,"no weights needed"
844090,3555,1,"no weights needed"
844110,3554,1,"no weights needed"
844120,3554,1,"no weights needed"
844130,3554,1,"no weights needed"
844140,3554,1,"no weights needed"
844180,3554,1,"no weights needed"
844190,3554,1,"no weights needed"
844210,3555,1,"no weights needed"
844220,3555,1,"no weights needed"
844230,3555,1,"no weights needed"
844240,3555,1,"no weights needed"
844250,2796,.23505445,"trade-based"
844250,3555,.76494557,"trade-based"
844311,3555,1,"no weights needed"
844312,3579,1,"no weights needed"
844319,3555,1,"no weights needed"
844321,3555,1,"no weights needed"
844329,3555,1,"no weights needed"
844330,3555,1,"no weights needed"
844340,3555,1,"no weights needed"
844350,3552,.11693565,"trade-based"
844350,3555,.88306433,"trade-based"
844351,3552,.081280649,"trade-based"
844351,3555,.91871935,"trade-based"
844359,3552,.067255646,"trade-based"
844359,3555,.93274438,"trade-based"
844360,3555,1,"no weights needed"
844390,3552,.038663894,"trade-based"
844390,3555,.96133608,"trade-based"
844400,3552,1,"no weights needed"
844511,3552,1,"no weights needed"
844512,3552,1,"no weights needed"
844513,3552,1,"no weights needed"
844519,3552,.98103708,"trade-based"
844519,3569,.018962929,"trade-based"
844520,3552,1,"no weights needed"
844530,3552,1,"no weights needed"
844540,3552,1,"no weights needed"
844590,3552,1,"no weights needed"
844610,3552,1,"no weights needed"
844621,3552,1,"no weights needed"
844629,3552,1,"no weights needed"
844630,3552,1,"no weights needed"
844711,3552,1,"no weights needed"
844712,3552,1,"no weights needed"
844720,3552,1,"no weights needed"
844790,3552,1,"no weights needed"
844811,3552,1,"no weights needed"
844819,3552,1,"no weights needed"
844820,3552,1,"no weights needed"
844831,3552,1,"no weights needed"
844832,3552,1,"no weights needed"
844833,3552,1,"no weights needed"
844839,3552,1,"no weights needed"
844841,3552,1,"no weights needed"
844842,3552,1,"no weights needed"
844849,3552,1,"no weights needed"
844851,3552,.93134165,"trade-based"
844851,3965,.068658344,"trade-based"
844859,3552,1,"no weights needed"
844900,3552,1,"no weights needed"
845011,3582,.44118023,"trade-based"
845011,3633,.55881977,"trade-based"
845012,3633,1,"no weights needed"
845019,3633,1,"no weights needed"
845020,3633,1,"no weights needed"
845090,3633,1,"no weights needed"
845110,3633,1,"no weights needed"
845121,3633,1,"no weights needed"
845129,3552,.54693472,"trade-based"
845129,3582,.45306528,"trade-based"
845130,3633,1,"no weights needed"
845140,3552,1,"no weights needed"
845150,3552,1,"no weights needed"
845180,3582,1,"no weights needed"
845190,3552,.64475507,"trade-based"
845190,3633,.35524493,"trade-based"
845210,3639,1,"no weights needed"
845221,3569,.0033294836,"trade-based"
845221,3639,.99667054,"trade-based"
845229,3569,1,"no weights needed"
845230,3965,1,"no weights needed"
845240,2517,1,"no weights needed"
845290,3639,1,"no weights needed"
845310,3569,1,"no weights needed"
845320,3569,1,"no weights needed"
845380,3569,1,"no weights needed"
845390,3569,1,"no weights needed"
845410,3559,1,"no weights needed"
845420,3321,.63642621,"trade-based"
845420,3559,.36357379,"trade-based"
845430,3542,.72549182,"trade-based"
845430,3559,.27450815,"trade-based"
845490,3542,.4791294,"trade-based"
845490,3559,.52087057,"trade-based"
845510,3547,1,"no weights needed"
845521,3547,1,"no weights needed"
845522,3547,1,"no weights needed"
845530,3321,1,"no weights needed"
845590,3547,1,"no weights needed"
845610,3541,.062262025,"trade-based"
845610,3559,.031807758,"trade-based"
845610,3569,.016591165,"trade-based"
845610,3699,.88933903,"trade-based"
845620,3541,.58805645,"trade-based"
845620,3699,.41194353,"trade-based"
845630,3541,.98312896,"trade-based"
845630,3569,.016871059,"trade-based"
845690,3541,.12516282,"trade-based"
845690,3559,.63702166,"trade-based"
845690,3569,.2378155,"trade-based"
845691,3559,1,"no weights needed"
845699,3541,.31214118,"trade-based"
845699,3559,.19458781,"trade-based"
845699,3569,.49327102,"trade-based"
845710,3541,1,"no weights needed"
845720,3541,1,"no weights needed"
845730,3541,1,"no weights needed"
845811,3541,1,"no weights needed"
845819,3541,1,"no weights needed"
845891,3541,1,"no weights needed"
845899,3541,1,"no weights needed"
845910,3541,1,"no weights needed"
845921,3541,1,"no weights needed"
845929,3541,1,"no weights needed"
845931,3541,1,"no weights needed"
845939,3541,1,"no weights needed"
845940,3541,1,"no weights needed"
845951,3541,1,"no weights needed"
845959,3541,1,"no weights needed"
845961,3541,1,"no weights needed"
845969,3541,1,"no weights needed"
845970,3541,1,"no weights needed"
846011,3541,1,"no weights needed"
846019,3541,1,"no weights needed"
846021,3541,1,"no weights needed"
846029,3541,1,"no weights needed"
846031,3541,1,"no weights needed"
846039,3541,1,"no weights needed"
846040,3541,1,"no weights needed"
846090,3541,1,"no weights needed"
846110,3541,1,"no weights needed"
846120,3541,1,"no weights needed"
846130,3541,1,"no weights needed"
846140,3541,1,"no weights needed"
846150,3541,1,"no weights needed"
846190,3541,1,"no weights needed"
846210,3542,1,"no weights needed"
846221,3542,.99116391,"trade-based"
846221,3559,.0088360682,"trade-based"
846229,3542,.94623595,"trade-based"
846229,3559,.053764053,"trade-based"
846231,3542,1,"no weights needed"
846239,3542,1,"no weights needed"
846241,3542,1,"no weights needed"
846249,3542,1,"no weights needed"
846291,3542,1,"no weights needed"
846299,3542,1,"no weights needed"
846310,3542,1,"no weights needed"
846320,3542,1,"no weights needed"
846330,3542,1,"no weights needed"
846390,3542,1,"no weights needed"
846410,3569,1,"no weights needed"
846420,3569,1,"no weights needed"
846490,3559,.67130983,"trade-based"
846490,3569,.3286902,"trade-based"
846510,3553,.54294765,"trade-based"
846510,3569,.45705238,"trade-based"
846591,3553,.96222258,"trade-based"
846591,3569,.037777405,"trade-based"
846592,3553,.89363545,"trade-based"
846592,3569,.10636454,"trade-based"
846593,3553,.71391475,"trade-based"
846593,3569,.28608528,"trade-based"
846594,3553,.80696702,"trade-based"
846594,3569,.19303299,"trade-based"
846595,3553,.76881909,"trade-based"
846595,3569,.23118091,"trade-based"
846596,3553,.61303878,"trade-based"
846596,3569,.38696122,"trade-based"
846599,3553,.4979465,"trade-based"
846599,3554,.087765887,"trade-based"
846599,3569,.4142876,"trade-based"
846610,3544,.59094298,"trade-based"
846610,3545,.40905699,"trade-based"
846620,3544,.92284584,"trade-based"
846620,3545,.077154167,"trade-based"
846630,3544,.50606894,"trade-based"
846630,3545,.32581091,"trade-based"
846630,3553,.16812016,"trade-based"
846691,3569,1,"no weights needed"
846692,3553,.73332095,"trade-based"
846692,3569,.26667905,"trade-based"
846693,3541,1,"no weights needed"
846694,3542,.99459428,"trade-based"
846694,3559,.005405697,"trade-based"
846711,3546,1,"no weights needed"
846719,3531,.2311354,"trade-based"
846719,3546,.67819065,"trade-based"
846719,3586,.090673931,"trade-based"
846721,3546,1,"no weights needed"
846722,3546,1,"no weights needed"
846729,3546,1,"no weights needed"
846781,3546,1,"no weights needed"
846789,3546,1,"no weights needed"
846791,3546,1,"no weights needed"
846792,3546,1,"no weights needed"
846799,3546,1,"no weights needed"
846810,3548,1,"no weights needed"
846820,3548,1,"no weights needed"
846880,3548,1,"no weights needed"
846890,3548,1,"no weights needed"
846910,3579,1,"no weights needed"
846911,3579,1,"no weights needed"
846912,3579,1,"no weights needed"
846920,3579,1,"no weights needed"
846921,3578,1,"no weights needed"
846929,3578,1,"no weights needed"
846930,3579,1,"no weights needed"
846931,3578,1,"no weights needed"
846939,3579,1,"no weights needed"
847010,3578,1,"no weights needed"
847021,3578,1,"no weights needed"
847029,3578,1,"no weights needed"
847030,3578,1,"no weights needed"
847040,3578,1,"no weights needed"
847050,3578,1,"no weights needed"
847090,3579,1,"no weights needed"
847110,3571,1,"no weights needed"
847120,3571,1,"no weights needed"
847130,3571,1,"no weights needed"
847141,3571,1,"no weights needed"
847149,3571,.67458081,"trade-based"
847149,3572,.058103625,"trade-based"
847149,3577,.24439698,"trade-based"
847149,3679,.022918565,"trade-based"
847150,3571,1,"no weights needed"
847160,3577,1,"no weights needed"
847170,3572,1,"no weights needed"
847180,3571,.91831148,"trade-based"
847180,3577,.081688546,"trade-based"
847190,3577,1,"no weights needed"
847191,3571,1,"no weights needed"
847192,3577,.0065860772,"trade-based"
847192,3577,.99341393,"trade-based"
847193,3572,1,"no weights needed"
847199,3571,.58731604,"trade-based"
847199,3679,.41268396,"trade-based"
847210,3579,1,"no weights needed"
847220,3578,1,"no weights needed"
847230,3578,1,"no weights needed"
847290,3578,.54456234,"trade-based"
847290,3579,.45543766,"trade-based"
847310,3579,1,"no weights needed"
847321,3578,1,"no weights needed"
847329,3578,1,"no weights needed"
847330,3571,.15901774,"trade-based"
847330,3577,.2799525,"trade-based"
847330,3679,.56102973,"trade-based"
847340,3579,.98252034,"trade-based"
847340,3679,.017479645,"trade-based"
847350,3571,.98588735,"trade-based"
847350,3577,.014112637,"trade-based"
847410,3531,.70486361,"trade-based"
847410,3532,.29513639,"trade-based"
847420,3531,.85755879,"trade-based"
847420,3532,.14244123,"trade-based"
847431,3531,1,"no weights needed"
847432,3531,1,"no weights needed"
847439,3531,1,"no weights needed"
847480,3531,.39043209,"trade-based"
847480,3559,.24732736,"trade-based"
847480,3569,.36224055,"trade-based"
847490,3531,.3138113,"trade-based"
847490,3532,.6861887,"trade-based"
847510,3569,1,"no weights needed"
847520,3569,1,"no weights needed"
847521,3569,1,"no weights needed"
847529,3569,1,"no weights needed"
847590,3569,1,"no weights needed"
847611,3581,1,"no weights needed"
847619,3581,1,"no weights needed"
847621,3581,1,"no weights needed"
847629,3581,1,"no weights needed"
847681,3581,1,"no weights needed"
847689,3581,1,"no weights needed"
847690,3581,1,"no weights needed"
847710,3559,1,"no weights needed"
847720,3559,1,"no weights needed"
847730,3559,1,"no weights needed"
847740,3559,1,"no weights needed"
847751,3559,1,"no weights needed"
847759,3559,1,"no weights needed"
847780,3559,1,"no weights needed"
847790,3559,1,"no weights needed"
847810,3569,1,"no weights needed"
847890,3569,1,"no weights needed"
847910,3531,1,"no weights needed"
847920,3556,1,"no weights needed"
847930,3553,1,"no weights needed"
847940,3569,1,"no weights needed"
847950,3569,1,"no weights needed"
847960,3585,1,"no weights needed"
847981,3569,1,"no weights needed"
847982,3556,.51252896,"trade-based"
847982,3569,.48747101,"trade-based"
847989,3533,.0077357725,"trade-based"
847989,3552,.0019929865,"trade-based"
847989,3559,.32308063,"trade-based"
847989,3569,.015642701,"trade-based"
847989,3585,.021087617,"trade-based"
847989,3589,.013464966,"trade-based"
847989,3593,.0016656417,"trade-based"
847989,3594,.0012789672,"trade-based"
847989,3599,.57553899,"trade-based"
847989,3639,.035254735,"trade-based"
847989,3699,.0032569887,"trade-based"
847990,3524,.004946297,"trade-based"
847990,3531,.0031172684,"trade-based"
847990,3553,.015854497,"trade-based"
847990,3559,.027735073,"trade-based"
847990,3569,.29853499,"trade-based"
847990,3585,.022626724,"trade-based"
847990,3639,.62718517,"trade-based"
848010,3544,1,"no weights needed"
848020,3544,1,"no weights needed"
848030,3543,1,"no weights needed"
848041,3544,1,"no weights needed"
848049,3544,1,"no weights needed"
848050,3544,1,"no weights needed"
848060,3544,1,"no weights needed"
848071,3544,1,"no weights needed"
848079,3544,1,"no weights needed"
848110,3491,.6230464,"trade-based"
848110,3492,.3769536,"trade-based"
848120,3492,1,"no weights needed"
848130,3491,.36754727,"trade-based"
848130,3494,.63245273,"trade-based"
848140,3491,1,"no weights needed"
848180,3491,.004933889,"trade-based"
848180,3494,.99506611,"trade-based"
848190,3491,.27909982,"trade-based"
848190,3492,.55660194,"trade-based"
848190,3494,.16429822,"trade-based"
848210,3562,1,"no weights needed"
848220,3562,1,"no weights needed"
848230,3562,1,"no weights needed"
848240,3562,1,"no weights needed"
848250,3562,1,"no weights needed"
848280,3562,1,"no weights needed"
848291,3562,1,"no weights needed"
848299,3562,1,"no weights needed"
848310,3519,.17923641,"trade-based"
848310,3568,.21706152,"trade-based"
848310,3714,.55649513,"trade-based"
848310,3724,.047206949,"trade-based"
848320,3562,1,"no weights needed"
848330,3562,.22814426,"trade-based"
848330,3568,.77185571,"trade-based"
848340,3566,.95766848,"trade-based"
848340,3568,.042331498,"trade-based"
848350,3714,1,"no weights needed"
848360,3568,1,"no weights needed"
848390,3562,.00052760442,"trade-based"
848390,3566,.69277197,"trade-based"
848390,3568,.30670044,"trade-based"
848410,3053,1,"no weights needed"
848420,3053,1,"no weights needed"
848490,3053,1,"no weights needed"
848510,3599,1,"no weights needed"
848590,3053,.089319602,"trade-based"
848590,3599,.91068041,"trade-based"
850110,3621,1,"no weights needed"
850120,3621,1,"no weights needed"
850131,3621,1,"no weights needed"
850132,3621,1,"no weights needed"
850133,3621,1,"no weights needed"
850134,3621,1,"no weights needed"
850140,3566,.037185457,"trade-based"
850140,3621,.96281457,"trade-based"
850151,3566,.21012492,"trade-based"
850151,3612,.032952845,"trade-based"
850151,3621,.75692225,"trade-based"
850152,3621,1,"no weights needed"
850153,3621,1,"no weights needed"
850161,3621,1,"no weights needed"
850162,3621,1,"no weights needed"
850163,3621,1,"no weights needed"
850164,3621,1,"no weights needed"
850211,3621,1,"no weights needed"
850212,3621,1,"no weights needed"
850213,3621,1,"no weights needed"
850220,3621,1,"no weights needed"
850230,3511,1,"no weights needed"
850231,3511,1,"no weights needed"
850239,3511,1,"no weights needed"
850240,3621,1,"no weights needed"
850300,3621,1,"no weights needed"
850410,3612,1,"no weights needed"
850421,3612,1,"no weights needed"
850422,3612,1,"no weights needed"
850423,3612,1,"no weights needed"
850431,3677,1,"trade-based"
850432,3612,1,"no weights needed"
850433,3612,1,"no weights needed"
850434,3612,1,"no weights needed"
850440,3679,1,"trade-based"
850450,3677,1,"no weights needed"
850490,3264,.11990093,"trade-based"
850490,3571,.11116146,"trade-based"
850490,3612,.23756889,"trade-based"
850490,3679,.53136873,"trade-based"
850511,3499,1,"no weights needed"
850519,3264,1,"no weights needed"
850520,3625,1,"no weights needed"
850530,3699,1,"no weights needed"
850590,3699,1,"no weights needed"
850610,3692,1,"no weights needed"
850611,3692,1,"no weights needed"
850612,3692,1,"no weights needed"
850613,3692,1,"no weights needed"
850619,3692,1,"no weights needed"
850620,3692,1,"no weights needed"
850630,3692,1,"no weights needed"
850640,3692,1,"no weights needed"
850650,3692,1,"no weights needed"
850660,3692,1,"no weights needed"
850680,3692,1,"no weights needed"
850690,3692,1,"no weights needed"
850710,3691,1,"no weights needed"
850720,3691,.99983221,"trade-based"
850720,9100,.00016780029,"trade-based"
850730,3691,1,"no weights needed"
850740,3691,1,"no weights needed"
850780,3691,1,"no weights needed"
850790,3691,1,"no weights needed"
850810,3546,1,"no weights needed"
850820,3546,1,"no weights needed"
850880,3524,.077720754,"trade-based"
850880,3546,.92139083,"trade-based"
850880,3634,.00088840455,"trade-based"
850890,3546,1,"no weights needed"
850910,3635,1,"no weights needed"
850920,3639,1,"no weights needed"
850930,3639,1,"no weights needed"
850940,3634,1,"no weights needed"
850980,3634,1,"no weights needed"
850990,3635,.77000755,"trade-based"
850990,3639,.22999246,"trade-based"
851010,3999,1,"no weights needed"
851020,3999,1,"no weights needed"
851030,3634,1,"no weights needed"
851090,3634,.91744262,"trade-based"
851090,3999,.08255738,"trade-based"
851110,3694,1,"no weights needed"
851120,3694,1,"no weights needed"
851130,3694,1,"no weights needed"
851140,3694,1,"no weights needed"
851150,3694,1,"no weights needed"
851180,3694,1,"no weights needed"
851190,3694,1,"no weights needed"
851210,3647,1,"no weights needed"
851220,3647,1,"no weights needed"
851230,3699,.91362572,"trade-based"
851230,3812,.086374305,"trade-based"
851240,3714,1,"no weights needed"
851290,3647,.26129588,"trade-based"
851290,3714,.73870414,"trade-based"
851310,3648,1,"no weights needed"
851390,3648,1,"no weights needed"
851410,3567,1,"no weights needed"
851420,3567,1,"no weights needed"
851430,3567,1,"no weights needed"
851440,3567,1,"no weights needed"
851490,3567,1,"no weights needed"
851511,3423,1,"no weights needed"
851519,3423,1,"no weights needed"
851521,3548,1,"no weights needed"
851529,3548,1,"no weights needed"
851531,3548,1,"no weights needed"
851539,3548,1,"no weights needed"
851580,3548,.93369305,"trade-based"
851580,3699,.066306941,"trade-based"
851590,3548,1,"no weights needed"
851610,3639,1,"no weights needed"
851621,3634,1,"no weights needed"
851629,3634,1,"no weights needed"
851631,3634,1,"no weights needed"
851632,3634,1,"no weights needed"
851633,3634,1,"no weights needed"
851640,3634,1,"no weights needed"
851650,3631,1,"no weights needed"
851660,3631,.72743219,"trade-based"
851660,3634,.27256781,"trade-based"
851671,3634,1,"no weights needed"
851672,3634,1,"no weights needed"
851679,3634,1,"no weights needed"
851680,3699,1,"no weights needed"
851690,3631,.64968228,"trade-based"
851690,3634,.28618717,"trade-based"
851690,3639,.06413056,"trade-based"
851710,3661,1,"no weights needed"
851711,3661,1,"no weights needed"
851719,3661,1,"no weights needed"
851720,3577,1,"no weights needed"
851721,3661,1,"no weights needed"
851722,3577,1,"no weights needed"
851730,3661,1,"no weights needed"
851740,3661,1,"no weights needed"
851750,3661,1,"no weights needed"
851780,3661,.9245131,"trade-based"
851780,3669,.075486906,"trade-based"
851781,3661,1,"no weights needed"
851782,3661,1,"no weights needed"
851790,3661,1,"no weights needed"
851810,3651,1,"no weights needed"
851821,3651,1,"no weights needed"
851822,3651,1,"no weights needed"
851829,3651,1,"no weights needed"
851830,3661,.051974051,"trade-based"
851830,3679,.94802594,"trade-based"
851840,3651,.95563561,"trade-based"
851840,3661,.044364404,"trade-based"
851850,3651,1,"no weights needed"
851890,3651,.96553063,"trade-based"
851890,3661,.020411648,"trade-based"
851890,3679,.014057727,"trade-based"
851910,3651,1,"no weights needed"
851921,3651,1,"no weights needed"
851929,3651,1,"no weights needed"
851931,3651,1,"no weights needed"
851939,3651,1,"no weights needed"
851940,3579,1,"no weights needed"
851991,3651,1,"no weights needed"
851992,3651,1,"no weights needed"
851993,3651,1,"no weights needed"
851999,3651,1,"no weights needed"
852010,3579,1,"no weights needed"
852020,3661,1,"no weights needed"
852031,3651,1,"no weights needed"
852032,3651,1,"no weights needed"
852033,3651,1,"no weights needed"
852039,3651,1,"no weights needed"
852090,3579,1,"no weights needed"
852110,3651,1,"no weights needed"
852190,3651,1,"no weights needed"
852210,3679,1,"no weights needed"
852290,3579,.024127116,"trade-based"
852290,3661,.0043280143,"trade-based"
852290,3679,.97154486,"trade-based"
852311,3695,1,"no weights needed"
852312,3695,1,"no weights needed"
852313,3695,1,"no weights needed"
852320,3695,1,"no weights needed"
852330,3695,1,"no weights needed"
852390,3695,1,"no weights needed"
852410,3652,1,"no weights needed"
852421,3652,1,"no weights needed"
852422,3652,.41958308,"trade-based"
852422,3652,.58041692,"trade-based"
852423,3652,.6628018,"trade-based"
852423,3652,.33719817,"trade-based"
852431,3652,.454833,"trade-based"
852431,3652,.54516697,"trade-based"
852432,3652,1,"no weights needed"
852439,3652,1,"no weights needed"
852440,3652,1,"no weights needed"
852451,3652,.99328452,"trade-based"
852451,3652,.0067154737,"trade-based"
852452,3652,.12567195,"trade-based"
852452,3652,.87432808,"trade-based"
852453,3652,.094684646,"trade-based"
852453,3652,.90531534,"trade-based"
852460,3652,1,"no weights needed"
852490,3652,.96129346,"trade-based"
852490,3652,.038706519,"trade-based"
852491,3652,.58889705,"trade-based"
852491,3652,.41110298,"trade-based"
852499,3652,.93861336,"trade-based"
852499,3652,.061386641,"trade-based"
852510,3663,1,"no weights needed"
852520,3661,.011531824,"trade-based"
852520,3663,.98846817,"trade-based"
852530,3663,1,"no weights needed"
852540,3651,.029486047,"trade-based"
852540,3663,.97051394,"trade-based"
852610,3812,1,"no weights needed"
852691,3812,1,"no weights needed"
852692,3812,1,"no weights needed"
852711,3651,1,"no weights needed"
852712,3651,1,"no weights needed"
852713,3651,1,"no weights needed"
852719,3651,1,"no weights needed"
852721,3651,1,"no weights needed"
852729,3651,1,"no weights needed"
852731,3651,1,"no weights needed"
852732,3651,1,"no weights needed"
852739,3651,1,"no weights needed"
852790,3651,.11978751,"trade-based"
852790,3663,.88021249,"trade-based"
852810,3651,1,"no weights needed"
852812,3651,.89733928,"trade-based"
852812,3663,.1026607,"trade-based"
852813,3651,1,"no weights needed"
852820,3651,1,"no weights needed"
852821,3651,1,"no weights needed"
852822,3651,1,"no weights needed"
852830,3651,1,"no weights needed"
852910,3663,.83083647,"trade-based"
852910,3679,.16916351,"trade-based"
852990,3651,.087640181,"trade-based"
852990,3663,.035460137,"trade-based"
852990,3672,.23580575,"trade-based"
852990,3677,.083295479,"trade-based"
852990,3679,.51833707,"trade-based"
852990,3812,.039461367,"trade-based"
853010,3669,1,"no weights needed"
853080,3669,1,"no weights needed"
853090,3669,1,"no weights needed"
853110,3669,1,"no weights needed"
853120,3679,1,"no weights needed"
853180,3663,.02683384,"trade-based"
853180,3669,.11085288,"trade-based"
853180,3679,.34649637,"trade-based"
853180,3699,.42686099,"trade-based"
853180,3812,.088955916,"trade-based"
853190,3669,.19280365,"trade-based"
853190,3679,.12727505,"trade-based"
853190,3699,.67992127,"trade-based"
853210,3629,1,"no weights needed"
853221,3675,1,"no weights needed"
853222,3675,1,"no weights needed"
853223,3675,1,"no weights needed"
853224,3675,1,"no weights needed"
853225,3629,.19443002,"trade-based"
853225,3675,.80556995,"trade-based"
853229,3675,1,"no weights needed"
853230,3675,1,"no weights needed"
853290,3675,1,"no weights needed"
853310,3676,1,"no weights needed"
853321,3676,1,"no weights needed"
853329,3676,1,"no weights needed"
853331,3676,1,"no weights needed"
853339,3643,.68200707,"trade-based"
853339,3676,.3179929,"trade-based"
853340,3625,.04169552,"trade-based"
853340,3676,.95830446,"trade-based"
853390,3676,1,"no weights needed"
853400,3672,1,"no weights needed"
853510,3613,1,"no weights needed"
853521,3613,1,"no weights needed"
853529,3613,1,"no weights needed"
853530,3643,1,"no weights needed"
853540,3678,1,"no weights needed"
853590,3613,.32505369,"trade-based"
853590,3625,.015528408,"trade-based"
853590,3643,.56655443,"trade-based"
853590,3678,.092863485,"trade-based"
853610,3613,1,"no weights needed"
853620,3613,1,"no weights needed"
853630,3643,1,"trade-based"
853641,3625,1,"no weights needed"
853649,3625,1,"no weights needed"
853650,3625,.057365112,"trade-based"
853650,3643,.94263488,"trade-based"
853661,3643,1,"no weights needed"
853669,3643,.11606016,"trade-based"
853669,3678,.88393986,"trade-based"
853690,3613,.006229456,"trade-based"
853690,3643,.30550084,"trade-based"
853690,3644,.33391976,"trade-based"
853690,3678,.35434994,"trade-based"
853710,3613,.14988896,"trade-based"
853710,3625,.82238472,"trade-based"
853710,3643,.027726343,"trade-based"
853720,3643,1,"no weights needed"
853810,3643,1,"no weights needed"
853890,3613,.07623101,"trade-based"
853890,3625,.82020044,"trade-based"
853890,3643,.10356856,"trade-based"
853910,3641,1,"no weights needed"
853921,3641,1,"no weights needed"
853922,3641,1,"no weights needed"
853929,3641,1,"no weights needed"
853931,3641,1,"no weights needed"
853932,3641,1,"no weights needed"
853939,3641,1,"no weights needed"
853940,3641,1,"no weights needed"
853941,3641,1,"no weights needed"
853949,3641,1,"no weights needed"
853990,3641,1,"no weights needed"
854011,3671,1,"no weights needed"
854012,3671,1,"no weights needed"
854020,3671,1,"no weights needed"
854030,3671,1,"no weights needed"
854040,3671,1,"no weights needed"
854041,3671,1,"no weights needed"
854042,3671,1,"no weights needed"
854049,3671,1,"no weights needed"
854050,3671,1,"no weights needed"
854060,3671,1,"no weights needed"
854071,3671,1,"no weights needed"
854072,3671,1,"no weights needed"
854079,3671,1,"no weights needed"
854081,3671,1,"no weights needed"
854089,3671,1,"no weights needed"
854091,3671,.64031547,"trade-based"
854091,3679,.35968456,"trade-based"
854099,3671,1,"no weights needed"
854110,3674,.27919698,"trade-based"
854110,3679,.72080302,"trade-based"
854121,3674,1,"no weights needed"
854129,3674,1,"no weights needed"
854130,3674,1,"no weights needed"
854140,3674,1,"no weights needed"
854150,3674,1,"no weights needed"
854160,3679,1,"no weights needed"
854190,3674,1,"no weights needed"
854210,3674,1,"no weights needed"
854211,3674,1,"no weights needed"
854212,3674,1,"no weights needed"
854213,3674,1,"no weights needed"
854214,3674,1,"no weights needed"
854219,3674,1,"no weights needed"
854220,3674,1,"no weights needed"
854221,3674,1,"no weights needed"
854229,3674,1,"no weights needed"
854230,3674,1,"no weights needed"
854240,3674,1,"no weights needed"
854250,3679,1,"no weights needed"
854260,3674,1,"no weights needed"
854270,3679,1,"no weights needed"
854280,3674,1,"no weights needed"
854290,3679,1,"no weights needed"
854310,3559,.92036551,"trade-based"
854310,3699,.079634495,"trade-based"
854311,3559,1,"no weights needed"
854319,3699,1,"no weights needed"
854320,3825,1,"no weights needed"
854330,3559,1,"no weights needed"
